"Tidsmerke","Hvilken øvingsforelesning følger du?","Hvor i ""øvingskalenderen"" ønsker du øvingsforelesningen skal være?
"2022/09/05 2:20:51 p.m. EET","Fredag","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 2:20:51 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","2"
"2022/09/05 2:20:52 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 2:20:52 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","4"
"2022/09/05 2:20:53 p.m. EET","Fredag","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","4"
"2022/09/05 2:20:54 p.m. EET","Mandag - Digital","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","2"
"2022/09/05 2:20:56 p.m. EET","Fredag","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","2"
"2022/09/05 2:20:59 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","4"
"2022/09/05 2:21:00 p.m. EET","Fredag","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","2"
"2022/09/05 2:21:01 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","4"
"2022/09/05 2:21:02 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","3"
"2022/09/05 2:21:02 p.m. EET","Fredag","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 2:21:05 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","2"
"2022/09/05 2:21:07 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 2:21:10 p.m. EET","Mandag - Digital","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","4"
"2022/09/05 2:21:11 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 2:21:12 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","3"
"2022/09/05 2:21:14 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","2"
"2022/09/05 2:21:20 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 2:21:20 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","3"
"2022/09/05 2:21:25 p.m. EET","Mandag - Digital","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 2:21:28 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 2:21:32 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","2"
"2022/09/05 2:21:40 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","1"
"2022/09/05 2:21:42 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 2:21:47 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","3"
"2022/09/05 2:21:57 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","3"
"2022/09/05 2:21:58 p.m. EET","Mandag - Digital","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 2:22:00 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","3"
"2022/09/05 2:22:03 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 2:22:04 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","3"
"2022/09/05 2:22:05 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","4"
"2022/09/05 2:22:07 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 2:22:08 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 2:22:13 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","2"
"2022/09/05 2:22:16 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 2:22:17 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 2:22:22 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 2:22:28 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","1"
"2022/09/05 2:22:30 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 2:22:34 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 2:22:38 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 2:22:54 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 2:23:14 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 2:23:18 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 2:23:34 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","4"
"2022/09/05 2:24:05 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 2:26:08 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","1"
"2022/09/05 2:30:06 p.m. EET","Mandag - Digital","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 2:33:19 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","2"
"2022/09/05 2:33:23 p.m. EET","Fredag","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 2:34:37 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","2"
"2022/09/05 2:34:37 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","3"
"2022/09/05 2:37:59 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 2:43:34 p.m. EET","Mandag - Digital","","2"
"2022/09/05 2:51:05 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 2:54:02 p.m. EET","Mandag - Digital","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.",""
"2022/09/05 2:56:41 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","2"
"2022/09/05 3:01:32 p.m. EET","Mandag - Digital","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 3:02:24 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 3:03:46 p.m. EET","Fredag","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","3"
"2022/09/05 3:21:27 p.m. EET","Mandag - Digital","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","1"
"2022/09/05 3:26:31 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","2"
"2022/09/05 3:41:24 p.m. EET","Fredag","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 3:58:53 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 3:59:19 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","5"
"2022/09/05 3:59:20 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","4"
"2022/09/05 3:59:23 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","2"
"2022/09/05 3:59:29 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","2"
"2022/09/05 3:59:32 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","3"
"2022/09/05 3:59:33 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.",""
"2022/09/05 3:59:44 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.",""
"2022/09/05 3:59:44 p.m. EET","Mandag - Fysisk","","3"
"2022/09/05 3:59:50 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 3:59:52 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 3:59:52 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","3"
"2022/09/05 3:59:53 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 4:00:12 p.m. EET","Mandag - Digital","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","4"
"2022/09/05 4:00:25 p.m. EET","Mandag - Digital","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","2"
"2022/09/05 4:00:37 p.m. EET","Fredag","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)",""
"2022/09/05 4:00:39 p.m. EET","Mandag - Digital","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","2"
"2022/09/05 4:00:49 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","3"
"2022/09/05 4:00:59 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 4:01:20 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","1"
"2022/09/05 4:01:22 p.m. EET","Fredag","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 4:02:10 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 4:02:13 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","2"
"2022/09/05 4:03:10 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","2"
"2022/09/05 4:03:17 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","2"
"2022/09/05 4:10:02 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 4:15:54 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 4:17:13 p.m. EET","Fredag","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","2"
"2022/09/05 4:25:44 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","1"
"2022/09/05 4:37:28 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 4:57:55 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","3"
"2022/09/05 5:01:04 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/05 5:36:53 p.m. EET","Fredag","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","2"
"2022/09/05 5:52:16 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","5"
"2022/09/05 6:14:58 p.m. EET","Mandag - Digital","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","2"
"2022/09/05 7:26:59 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","2"
"2022/09/05 7:29:56 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 8:01:51 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/05 8:40:01 p.m. EET","Mandag - Fysisk","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","5"
"2022/09/05 9:30:36 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/06 9:24:35 a.m. EET","Fredag","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","2"
"2022/09/06 9:43:54 a.m. EET","Mandag - Digital","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/06 10:22:08 a.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))",""
"2022/09/06 10:46:28 a.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","1"
"2022/09/06 11:37:05 a.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","3"
"2022/09/06 11:38:07 a.m. EET","Fredag","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/06 11:45:08 a.m. EET","Fredag","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","3"
"2022/09/06 6:29:23 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 2 og mandag uke 3 med tema knyttet til øving 3 (bare 4 dager fra mandags-øf til innlevering. 7 dager fra fredags-øf)","3"
"2022/09/07 8:14:35 a.m. EET","Mandag - Digital","Blanding av de to forrige alternativene, 50% innhold til øvingen som har innlevering om under en uke, og 50% innhold til neste.","3"
"2022/09/07 10:52:49 a.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"
"2022/09/07 12:08:32 p.m. EET","Fredag","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","4"
"2022/09/07 1:11:06 p.m. EET","Mandag - Digital","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))",""
"2022/09/07 1:42:20 p.m. EET","Mandag - Fysisk","Øvingsforelesning fredag uke 1 og mandag uke 2 med tema knyttet til øving 3 (11 dager fra mandags-øf til innlevering. 14 dager fra fredags-øf))","3"